Time	Node	SegmentNumber	SegmentRepID	SegmentExperiencedBitrate(bit/s)	BufferLevel(s)	StallingTime(msec)	SegmentDepIds
54.5886	IE-C002	26	3_1080	27186554	6	0	
54.5966	IE-C001	26	3_1080	27186554	6	0	
54.6036	ES-C002	26	3_1080	27405360	6	0	
56.5142	ES-C003	27	3_1080	26917914	4	0	
56.5242	ES-C001	27	3_1080	26917914	4	0	
56.5562	IE-C003	27	3_1080	27516088	4	0	
56.557	ES-C005	27	3_1080	26917914	4	0	
56.5596	IE-C006	27	3_1080	27516088	4	0	
56.5612	IE-C005	27	3_1080	27516088	4	0	
56.5626	ES-C006	27	3_1080	26917914	4	0	
56.5666	IE-C004	27	3_1080	27516088	4	0	
56.5686	ES-C004	27	3_1080	26971216	4	0	
56.5886	IE-C002	27	3_1080	27571790	4	0	
56.5966	IE-C001	27	3_1080	27516088	4	0	
56.6036	ES-C002	27	3_1080	26917914	4	0	
58.5142	ES-C003	28	3_1080	27132398	2	0	
58.5242	ES-C001	28	3_1080	27186554	2	0	
58.5562	IE-C003	28	3_1080	27186554	2	0	
58.557	ES-C005	28	3_1080	27186554	2	0	
58.5596	IE-C006	28	3_1080	27186554	2	0	
58.5612	IE-C005	28	3_1080	27186554	2	0	
58.5626	ES-C006	28	3_1080	27186554	2	0	
58.5666	IE-C004	28	3_1080	27186554	2	0	
58.5686	ES-C004	28	3_1080	27186554	2	0	
58.5886	IE-C002	28	3_1080	27186554	2	0	
58.5966	IE-C001	28	3_1080	27186554	2	0	
58.6036	ES-C002	28	3_1080	27186554	2	0	
60.5142	ES-C003	29	3_1080	27024730	0	0	
60.5242	ES-C001	29	3_1080	27024730	0	0	
60.5562	IE-C003	29	3_1080	27240928	0	0	
60.557	ES-C005	29	3_1080	27024730	0	0	
60.5596	IE-C006	29	3_1080	27240928	0	0	
60.5612	IE-C005	29	3_1080	27240928	0	0	
60.5626	ES-C006	29	3_1080	27024730	0	0	
60.5666	IE-C004	29	3_1080	27240928	0	0	
60.5686	ES-C004	29	3_1080	27024730	0	0	
60.5886	IE-C002	29	3_1080	27240928	0	0	
60.5966	IE-C001	29	3_1080	27240928	0	0	
60.6036	ES-C002	29	3_1080	26971216	0	0	
